entity,hub,out_strength
ZacharyChang,5.14067e-06,1
Jack Gibson,5.14067e-06,1
Kuma Kid,5.14067e-06,1
LemonDrop,5.14067e-06,1
proloxx,5.14067e-06,1
DJ Mando,5.14067e-06,1
HYPERPUP,5.14067e-06,1
blaccmass,5.13709e-06,2
Big K.R.I.T.,5.13549e-06,4
Da Tweekaz,5.133e-06,2
Terence Trent D’Arby,5.10819e-06,1
Rebelion,5.10819e-06,1
Rex Viper,5.10009e-06,4
Color Me Badd,5.07137e-06,4
GUSTAVOEGATOTV,5.05666e-06,6
dj twinturbo,5.05064e-06,1
tracey brakes,5.05064e-06,1
StraYawayƧ,5.04141e-06,2
Power Squad,5.0395e-06,4
2 Skinnee J's,5.03716e-06,3
Blawan,5.03666e-06,2
The Course,5.03666e-06,2
Diablo,5.02745e-06,3
O.C.,5.02041e-06,7
RUMBLERAGGA,5.01104e-06,1
Anenon,5.01104e-06,1
T99,5.01104e-06,1
Herve Pagez,5.01104e-06,1
Dyland & Lenny,5.00807e-06,1
Miles Davis,4.9896e-06,7
Teleputer,4.98395e-06,2
User,4.96962e-06,2
Ol Kainry,4.96941e-06,1
DJ Jazzy Jeff,4.96941e-06,1
TESTAROSAH,4.96941e-06,1
Echo,4.96941e-06,1
7L & Esoteric,4.96941e-06,1
Tom Novy,4.96729e-06,3
The Ting Tings,4.93372e-06,1
Low Steppa,4.93372e-06,1
Uniting Nations,4.93372e-06,1
Slick Rick,4.93207e-06,3
R.ef,4.91965e-06,2
Roxy Breaks,4.9158e-06,2
Muse,4.9153e-06,1
snny,4.9153e-06,1
Nine Days,4.9153e-06,1
House Pimps,4.90799e-06,1
Isaiah Rashad,4.8931e-06,3
Qumu,4.89309e-06,5
Ivy Lab,4.88612e-06,9
Trippie Redd,4.87249e-06,2
Space Laces,4.87229e-06,1
Joker,4.87229e-06,1
[bsd.u],4.87229e-06,1
Amateras Records,4.87106e-06,10
Adam Neely,4.86529e-06,2
のみこ,4.86463e-06,2
2 Brothers on the 4th Floor,4.86453e-06,3
Jackhoeting,4.85989e-06,2
Alicia Keys,4.85895e-06,4
Flash‐Man,4.85111e-06,2
Sounds of Blackness,4.79956e-06,8
Duskfall,4.78715e-06,2
ToteKing,4.77566e-06,5
Little People,4.77252e-06,29
Damien,4.77182e-06,1
Slayer,4.77182e-06,1
Deep Dish,4.74722e-06,2
WD2N,4.74702e-06,1
Grandmaster Flash & The Furious Five,4.74037e-06,5
Thug Life,4.72535e-06,14
Stormtrooper,4.72353e-06,6
KRAL,4.70568e-06,2
Eurobeat Brony,4.69587e-06,2
Caleb Hyles,4.6949e-06,1
Darkspeen Shore,4.6949e-06,1
MLM3,4.6949e-06,1
Cherry 葵 Nightcore,4.66686e-06,3
Revelries,4.65899e-06,1
International Rude Boyz,4.65045e-06,2
Di‐rect,4.6424e-06,1
Macintosh Plus,4.64169e-06,12
GVA,4.64034e-06,1
Freddie Joachim,4.63802e-06,1
Lizzart,4.63802e-06,1
Kan Sano,4.63802e-06,1
Random Movement,4.63191e-06,2
BMDoubbleBass,4.63184e-06,8
Bone Thugs‐n‐Harmony,4.628e-06,7
Geoffrey Day,4.61031e-06,6
N‐Joi,4.61014e-06,2
CYNE,4.60869e-06,3
Gescom,4.59002e-06,8
sixwing,4.58497e-06,1
Dr. Octagon,4.57896e-06,19
haircuts for men,4.57535e-06,17
Hard Rock Sofa,4.57027e-06,2
Waxman,4.56543e-06,1
Ed Rush & Optical,4.56261e-06,2
Iz & Diz,4.56261e-06,2
Alfredo Lietor,4.56241e-06,1
Nearly God,4.56241e-06,1
Eveson,4.56241e-06,1
The Classic Men,4.54297e-06,1
W.E.N.A.,4.54297e-06,1
幡谷尚史,4.54297e-06,1
Block McCloud,4.54297e-06,1
Mauro Picotto,4.54297e-06,1
Too Fast for Mellow,4.54297e-06,1
Jadiel,4.53362e-06,3
TTR Allstars,4.53286e-06,1
桜庭統,4.51885e-06,5
DNEH,4.51771e-06,1
Haunted Shores,4.51771e-06,1
Harpsibored,4.51771e-06,1
ツLuddy,4.51771e-06,1
Intense,4.51665e-06,2
Professor Green,4.476e-06,2
P*Light,4.46906e-06,3
Cyte,4.46906e-06,3
Lily of the Moon,4.46869e-06,1
ａｍａｙｉｔｉ,4.46869e-06,1
Oyama,4.46869e-06,1
CONSTANTAUTUMN,4.46869e-06,1
Aidan Latham,4.46869e-06,1
unda-grnd,4.46869e-06,1
chris†††intosh plus,4.46869e-06,1
CDR,4.46869e-06,1
Cewlmine,4.46869e-06,1
GulloHack,4.46869e-06,1
⛤▓▒░▒▓⛤,4.46869e-06,1
Rollergirl,4.46041e-06,1
Ember Island,4.46023e-06,1
All Tvvins,4.46023e-06,1
Par-T-One,4.45987e-06,1
Gladkill,4.45928e-06,2
Ghetts,4.4549e-06,2
Akon,4.45274e-06,6
The Salsoul Orchestra,4.44816e-06,2
Jan Wayne,4.44241e-06,1
Apoplexia,4.44241e-06,1
Saint Bernadette,4.43358e-06,2
赤卵,4.43069e-06,11
Shay Shaz,4.42748e-06,5
Parralox,4.42257e-06,4
Suzanne Dando,4.4222e-06,2
The Truman Show Band,4.42201e-06,1
Rhythm Section,4.41982e-06,2
glue70,4.41639e-06,2
Luniz,4.4123e-06,3
Silkk the Shocker,4.41113e-06,2
Mis-Teeq,4.40777e-06,4
L a z u l i _ y e l l o w,4.39178e-06,2
Stacy Lattisaw,4.37688e-06,1
Asura,4.37688e-06,1
Rose Royce,4.37688e-06,1
FPPC,4.37688e-06,1
Future,4.37561e-06,4
cat tizzle Turbo,4.36829e-06,6
JVH‐C,4.35379e-06,1
b a k m a h n,4.34522e-06,3
Presidente,4.3371e-06,5
Bibio,4.33394e-06,2
fuckcore,4.33092e-06,1
SkyMarshall Arts,4.33092e-06,1
BoyKoy,4.32594e-06,2
Tamia,4.32372e-06,1
James Egbert,4.32372e-06,1
Rude Lard,4.31821e-06,3
Judith Siirila,4.31803e-06,2
Five,4.30843e-06,3
Gant Garrard,4.30825e-06,2
DJ Alex F,4.30484e-06,2
Christa Lee,4.29974e-06,5
Nhato,4.28905e-06,5
Dr. Evil,4.28408e-06,2
android52,4.27394e-06,5
Troublemakers,4.26747e-06,5
bluchew,4.25085e-06,2
angelus,4.24156e-06,8
Young MC,4.23533e-06,5
Yomanda,4.22311e-06,3
Allure,4.22175e-06,7
Tyler Sontag,4.21594e-06,2
Madlib,4.21072e-06,10
cocore,4.2053e-06,1
Joan Osborne,4.2053e-06,1
Ras Kass,4.19824e-06,1
Bow Wow,4.18344e-06,4
Lloyd Banks,4.1794e-06,12
Westend,4.17873e-06,2
Cannibal Ox,4.16316e-06,16
Laserdisc Visions,4.15759e-06,3
~AcquiredTaste,4.15089e-06,2
Scum,4.141e-06,2
Syrufit,4.12583e-06,3
Alan Walker,4.11479e-06,4
Chipzel,4.11276e-06,26
God Within,4.09977e-06,2
CUT_,4.08302e-06,1
¡Holé!,4.08302e-06,1
٩(｡•́‿•̀｡)۶,4.07328e-06,1
LemKuuja,4.07291e-06,2
XOOX,4.06684e-06,3
DJ C,4.06409e-06,2
GNB CHILI,4.06066e-06,5
Portishead,4.05716e-06,14
Spielmen and Women,4.05122e-06,2
Ozzy Osbourne,4.03486e-06,1
ゆよゆっぺ,4.03195e-06,3
cosMo@暴走P,4.02234e-06,3
Lil B,4.02226e-06,4
Dixie Flatline,4.02217e-06,2
KNOTS,4.02184e-06,1
ジミーサムP,4.02184e-06,1
いち,4.02184e-06,1
doriko,4.02184e-06,1
マチゲリータ,4.02184e-06,1
トラボルタ,4.02184e-06,1
梨本うい,4.02184e-06,1
ryo,4.02184e-06,1
minato,4.02184e-06,1
小林オニキス,4.02184e-06,1
Rbm noise ensemble,4.02184e-06,1
Jazztronik,4.01928e-06,2
CoLD SToRAGE,4.01863e-06,13
Bicep,4.01519e-06,1
the sub account,4.01472e-06,2
Nightforce,4.01438e-06,2
カレーパイセン,4.01421e-06,1
DJイオ,4.01421e-06,1
Hypnotize,4.01421e-06,1
neetskills,4.01421e-06,1
Maeda Kenji,4.01421e-06,1
ANA,4.01421e-06,1
鼓膜シュレッダー,4.01421e-06,1
The LASTTRAK,4.01421e-06,1
AI,4.01421e-06,1
submerse,4.01421e-06,1
nagomu tamaki,4.01421e-06,1
国士無双,4.01421e-06,1
Prime Tones,4.01421e-06,1
SAVAGE BOYS,4.01421e-06,1
totsumal,4.01421e-06,1
London Funk Allstars,4.00445e-06,2
King Dale,3.99927e-06,1
ATLiens,3.99612e-06,1
The Nobodies,3.99338e-06,2
Carré Rouge,3.98968e-06,2
Deko,3.98492e-06,1
lovbug,3.98492e-06,1
Weezer,3.98108e-06,1
Blutch,3.97675e-06,1
Mumblz,3.97675e-06,1
Pigeon John,3.97675e-06,1
Izum1,3.97528e-06,7
Andreas Tulley,3.97096e-06,2
Haruka Tamasaki,3.95458e-06,25
Graveyard Productions,3.91214e-06,4
Kulture,3.90959e-06,3
DJ /rupture,3.90927e-06,1
Optometrist Prime,3.90927e-06,1
Finnebassen,3.90927e-06,1
Electric Company,3.90927e-06,1
Phantoms,3.90927e-06,1
Awkwerd,3.90718e-06,4
Trotters,3.90058e-06,1
S U P E R F L A T スーパーフラット,3.90058e-06,1
Autechre,3.89213e-06,10
TALES,3.87707e-06,3
Chosen Few,3.86727e-06,2
Slum Village,3.86258e-06,2
Vappasko,3.85936e-06,2
Tom Misch,3.85794e-06,3
Ccmk,3.85704e-06,4
l4ureleye,3.85655e-06,1
Ricco Harver,3.85655e-06,1
BNYX,3.85655e-06,1
HVME,3.85655e-06,1
Cashmere Cat,3.85655e-06,1
Distortions,3.85445e-06,1
Funkdoobiest,3.83064e-06,3
Kay Kap,3.82375e-06,1
IamJstncrdble,3.81949e-06,2
Astrojo,3.81933e-06,1
KJ‐52,3.81804e-06,6
Superfunk,3.81405e-06,6
アベ,3.80984e-06,3
D.K$,3.80968e-06,2
Hybrid Minds,3.80829e-06,15
M.O.P.,3.8054e-06,2
Infected Mushroom,3.80463e-06,6
Jaz,3.80084e-06,1
CeCe Peniston,3.80084e-06,1
Calum Scott,3.80084e-06,1
Philly,3.80084e-06,1
Hood Surgeon,3.79447e-06,1
Scott Brown,3.79447e-06,1
Faheem,3.79099e-06,2
Foyer des Arts,3.79008e-06,17
Geier Sturzflug,3.78784e-06,9
benjamin,3.78741e-06,23
Ava Max,3.78603e-06,1
ちより☆,3.78442e-06,2
JustSomeRandomMusician,3.78427e-06,1
goloa,3.78427e-06,1
Kuseki,3.78427e-06,1
kyou1110,3.78411e-06,2
Cappella,3.77107e-06,2
Dave London,3.77084e-06,2
Monifah,3.77018e-06,1
Jex Opolis,3.77018e-06,1
The Upstairs,3.76933e-06,2
李骏驹,3.76564e-06,2
Pushmi-Pullyu,3.75744e-06,2
Shyheim,3.75657e-06,4
MasterSwordRemix,3.74709e-06,1
exnoiz,3.7356e-06,1
Eternal Sunset,3.7356e-06,1
danretsu,3.7356e-06,1
Ko-Shan,3.7356e-06,1
counterclockwise,3.7356e-06,1
Johi,3.7356e-06,1
Deltron 3030,3.72767e-06,13
Huk Don Phun,3.7267e-06,1
DJ Spooky Mulder,3.7267e-06,1
Pocketmaster,3.7267e-06,1
Public Image Ltd,3.72115e-06,1
MagnaDrake,3.72098e-06,12
熊谷文恵,3.72003e-06,3
Jill Scott,3.71919e-06,9
Cole Medina,3.70834e-06,2
M2M,3.70712e-06,1
Milli Cul,3.70492e-06,3
eicheph,3.69714e-06,2
Lia,3.69621e-06,3
AccessNowhere,3.69608e-06,1
μ's,3.69606e-06,1
Gusttavo Lima,3.69606e-06,1
GO!! Light Up!,3.6959e-06,1
渡辺岳夫,3.6959e-06,1
飯塚昌明,3.6959e-06,1
おかしい男ラース,3.6959e-06,1
The 2 Live Crew,3.69455e-06,3
Drown,3.69298e-06,2
King Sun-D Moet,3.69283e-06,1
Cappuccino,3.69283e-06,1
"Lipps, Inc.",3.69283e-06,1
Krayzie Bone,3.69283e-06,1
Master Genius,3.69236e-06,5
House of Krazees,3.69174e-06,1
Jeru the Damaja,3.68971e-06,8
Blood Orange,3.68266e-06,9
Frequency,3.67322e-06,1
Jimi Hendrix,3.67322e-06,1
LW Mashups,3.67164e-06,2
999 Heartake Sabileye,3.6646e-06,11
Ficci,3.65956e-06,1
Justus,3.65956e-06,1
NORTH POSSE,3.64318e-06,9
IAM,3.63745e-06,5
Groove Armada,3.61497e-06,15
Дискотека Авария,3.60333e-06,3
TheDancingFishstick,3.60303e-06,1
Cj Borika,3.60303e-06,1
Bad Copy,3.60303e-06,1
AZ,3.58818e-06,12
MapleJournal,3.57804e-06,2
hsiu,3.57261e-06,6
Tatyana Ali,3.57187e-06,2
Flux Pavilion,3.56947e-06,2
Justin Bieber,3.56576e-06,3
Vanessa Hudgens,3.56546e-06,1
Casual,3.56531e-06,3
FANGiRL,3.56396e-06,1
Jedi Mind Tricks,3.54257e-06,6
The Bucketheads,3.51158e-06,4
C2C4,3.50291e-06,2
Sugar Bear,3.50275e-06,1
Layo & Bushwacka!,3.4889e-06,4
Curtis Alto,3.48166e-06,2
MC Jin,3.47396e-06,1
SL2,3.46998e-06,12
B.o.B,3.46819e-06,4
Garrett,3.45769e-06,1
Martyrs of Apathy,3.4486e-06,1
undersaken,3.4486e-06,1
DJ Fresh,3.4486e-06,1
MF DOOM,3.4376e-06,13
Attalus,3.43389e-06,3
Boo Williams,3.4235e-06,1
DiGi Valentine,3.42189e-06,1
Lady Sovereign,3.42189e-06,1
Reks,3.42189e-06,1
Christina Milian,3.42189e-06,1
Deine Lieblings Rapper,3.42189e-06,1
Goodie Mob,3.40579e-06,3
Snowva,3.39578e-06,2
The Roots,3.38905e-06,18
Abyss X,3.38427e-06,1
Shawn Wasabi,3.38427e-06,1
JANNY,3.3716e-06,4
AHM,3.3678e-06,1
Jordan Fields,3.35339e-06,3
A s t h e t i c D r e a m s,3.35311e-06,1
Jamie Bull,3.35311e-06,1
E.V.,3.35311e-06,1
Sam Smith,3.35311e-06,1
Orchestral Manoeuvres in the Dark,3.35199e-06,4
Area 10,3.35157e-06,1
Felipe Avelar,3.35157e-06,1
SFDK,3.33439e-06,2
Les Rythmes Digitales,3.31884e-06,6
Struct,3.29822e-06,4
miwafoxl,3.29607e-06,8
Santiago Rael,3.28642e-06,2
Too $hort,3.28319e-06,14
gyuris,3.2743e-06,2
Ｓｐａｔｉａｌ Ｍａｎｕｆａｃｔｕｒｅ Ｌｔｄ.,3.25915e-06,4
Dragutesku,3.25887e-06,3
Chee,3.25739e-06,9
Cut Copy,3.24998e-06,1
Autograf,3.24998e-06,1
Pictureplane,3.24998e-06,1
The Field,3.24998e-06,1
Lord Tariq & Peter Gunz,3.24071e-06,2
RichaadEB,3.23273e-06,1
DVNEK,3.23223e-06,1
21 Savage,3.23223e-06,1
Gaullin,3.23223e-06,1
mark veins,3.23223e-06,1
Fangs,3.22848e-06,3
Brad Mehldau,3.22689e-06,2
Wu‐Tang Clan,3.21835e-06,25
Ruffneck,3.2112e-06,3
LE SSERAFIM,3.2072e-06,4
The Crystal Method,3.19075e-06,5
MC Lars,3.17746e-06,3
U‐God,3.17352e-06,2
DJ Misjah,3.16621e-06,3
Star Man,3.16603e-06,2
El Reno Renardo,3.16603e-06,2
Harry Enfield,3.1659e-06,1
张靓颖,3.1659e-06,1
Loden,3.1659e-06,1
Noise Factory,3.1659e-06,1
Jake Kaufman,3.16366e-06,20
Jersey,3.16321e-06,1
Soul Choc,3.15905e-06,4
中森明菜,3.14778e-06,3
Caribou,3.14626e-06,5
Ronnie Urini,3.13371e-06,2
Ray Keith,3.13299e-06,2
Nick Faber,3.13285e-06,1
Shadow FX,3.13285e-06,1
Metalheads,3.13285e-06,1
Hot Coffee,3.13285e-06,1
Oliver Hart,3.13285e-06,1
Power‐Pill,3.13285e-06,1
Raw Man,3.12967e-06,3
Poetic Ammo,3.10357e-06,4
Toris Badic,3.10318e-06,1
Lucky Luke,3.10318e-06,1
Phoebe Ryan,3.07136e-06,1
Larry Heard,3.07136e-06,1
Thomas Bangalter,3.058e-06,8
Jive Bunny & the Mastermixers,3.04347e-06,15
Andy Clarke,3.01668e-06,2
Method Man,3.01506e-06,5
8-Bit Arcade,3.00531e-06,2
Lee and Herring,3.00364e-06,8
Турбомода,2.97977e-06,1
Frankmusik,2.97299e-06,2
DJ Ridoo,2.97247e-06,1
Post Malone,2.96817e-06,2
MC Melodee,2.95361e-06,2
DJ Axel,2.9528e-06,3
Dilated Peoples,2.95188e-06,13
AliceBloodRabbit,2.93543e-06,1
P9,2.93543e-06,1
Bizarre,2.93396e-06,1
elamea,2.89387e-06,2
gyrofield,2.89331e-06,2
P.P. Arnold,2.88882e-06,1
Mastgrr,2.87967e-06,1
UNDERTALE: Epic Mode,2.87967e-06,1
whizzer0,2.87412e-06,2
IDG,2.874e-06,1
Saucerpan,2.874e-06,1
Andromeda Phoenix,2.874e-06,1
cirrus,2.874e-06,1
Andreas Zoeller,2.874e-06,1
CT-01,2.874e-06,1
Coalescence,2.874e-06,1
lynxfyre,2.874e-06,1
KubuntuFan013,2.874e-06,1
HTCAT,2.874e-06,1
bxnwxghxrn,2.874e-06,1
C418 Community,2.874e-06,1
Ferrichrome,2.874e-06,1
yQwO,2.874e-06,1
Nightime Burnout,2.874e-06,1
IzzyKart57,2.874e-06,1
r e z n o v k a 波 . 2049,2.8629e-06,10
Curse,2.86203e-06,12
Henry Greenwood,2.85387e-06,2
guilhox,2.85308e-06,13
Braxton Holmes,2.84945e-06,8
Capone‐N‐Noreaga,2.84381e-06,5
Frank Zappa,2.83895e-06,8
Acrylo,2.82284e-06,2
Thundercat,2.82096e-06,4
The Black Opera,2.81565e-06,2
Yoinkin,2.81234e-06,1
MC ENE,2.81014e-06,1
Red Hot Chili Peppers,2.80908e-06,4
Envy,2.80039e-06,8
MC Offside,2.80019e-06,8
Woebn,2.7989e-06,1
CHYL,2.7989e-06,1
Hi‐Tek,2.78868e-06,3
Pet Shop Boys,2.77746e-06,4
Arcando,2.77533e-06,1
Cecil Remmler,2.756e-06,4
Fever Ray,2.74596e-06,29
LTJ Bukem,2.73119e-06,12
starsculptor,2.72151e-06,2
Srgt. Moon,2.71536e-06,6
Lushlife,2.71447e-06,2
Washed Out,2.71429e-06,6
Shygirl,2.71001e-06,2
Norbi,2.70975e-06,2
Coo Coo Cal,2.70964e-06,1
H.P. Vince,2.70964e-06,1
SomeBlackGuy,2.70964e-06,1
Break Science,2.70964e-06,1
Plies,2.70964e-06,1
Tha Dynasty,2.70964e-06,1
DM DOKURO,2.70964e-06,1
Monomate,2.70723e-06,11
It's Dynamite,2.70506e-06,4
Joey Bada$$,2.69815e-06,3
Genetikk,2.69792e-06,1
Lil Debbie,2.69792e-06,1
CL,2.69792e-06,1
Iggy Azalea,2.69792e-06,1
Pish Posh,2.69792e-06,1
Intoxication Advice,2.69508e-06,6
Holier Than Thou?,2.6784e-06,1
Queen,2.6784e-06,1
Fler,2.66461e-06,3
Melonia,2.65233e-06,1
A.Skillz,2.65041e-06,4
Real McCoy,2.64584e-06,1
The Pussycat Dolls,2.64241e-06,3
The Hacker,2.64112e-06,2
Memesauce,2.63932e-06,2
Dynamite Grizzly,2.63911e-06,1
Duo Kie,2.63626e-06,1
Stacy Kidd,2.62884e-06,3
DJ Psy,2.61281e-06,2
Disco Inferno,2.61242e-06,2
Michael Guy Bowman,2.61242e-06,2
Soda Stereo,2.61231e-06,1
16bit,2.61231e-06,1
Empire of the Sun,2.6104e-06,2
Yves,2.606e-06,1
Farruko,2.60181e-06,2
Violadores del Verso,2.58244e-06,7
A‐Love,2.57491e-06,6
Kewyo3,2.56963e-06,1
Renegade Soundwave,2.566e-06,3
Phil n’ Dog,2.55862e-06,2
Therese,2.55503e-06,5
Daft Beatles,2.54989e-06,2
野本かりあ,2.54978e-06,2
内田有紀,2.54978e-06,2
smn,2.54978e-06,2
4EverfreeBrony,2.52898e-06,11
G. Twilight,2.52711e-06,2
Gustavo Cerati,2.52232e-06,1
Tems,2.52232e-06,1
GZA/Genius,2.5179e-06,8
Michael Staple,2.51745e-06,1
Erich Wolfgang Korngold,2.50692e-06,4
LEN,2.50575e-06,2
Michale Graves,2.50133e-06,1
Braaheim,2.49906e-06,1
Kotori,2.49783e-06,19
Flo Rida,2.49719e-06,2
tirestires,2.49002e-06,2
PsoGnar,2.48456e-06,4
maki ligon,2.47829e-06,2
Dem 2 Ruff,2.47397e-06,3
社長,2.47187e-06,1
Lotus Juice,2.47187e-06,1
平田志穂子,2.47187e-06,1
土屋憲一,2.47187e-06,1
粉川武大,2.47187e-06,1
Bentley Rhythm Ace,2.46621e-06,5
Buck 65,2.4579e-06,1
The Sugarhill Gang,2.4579e-06,1
Krizis,2.45501e-06,2
Frankie Goes to Hollywood,2.44907e-06,2
Mastermix,2.4464e-06,3
Mindelixir,2.43776e-06,8
756,2.43509e-06,2
Akfamilyhome,2.43232e-06,2
SixtyTunes,2.43231e-06,1
Sound Online,2.43231e-06,1
めらみぽっぷ,2.43231e-06,1
三澤秋,2.43231e-06,1
Fruit Loops,2.42907e-06,4
Perturbator,2.42707e-06,2
Bape Fiends,2.42207e-06,2
Madvillain,2.42114e-06,9
Yugi Boi,2.41183e-06,1
Games,2.40682e-06,11
Skratch Bastid,2.39843e-06,2
Archigram,2.396e-06,1
GAYLE,2.39139e-06,1
Bustafunk,2.3904e-06,3
D’Angelo,2.38873e-06,4
ceelka,2.37718e-06,2
Yung Innanet,2.37711e-06,1
DNA,2.37711e-06,1
Röyksopp,2.37433e-06,8
Team Genius,2.37151e-06,1
Michelle Heafy,2.37151e-06,1
Nookie,2.37015e-06,6
Braces Tower,2.36965e-06,1
Marcus Miller,2.36965e-06,1
Junior Jack,2.36965e-06,1
Pieter Bouwman,2.36928e-06,29
Dance 2 Trance,2.36099e-06,2
Scooter,2.35956e-06,4
Mike G,2.3578e-06,4
Babalos,2.34718e-06,2
Devin Davis,2.32723e-06,1
Mel & Kim,2.32664e-06,2
longstoryshort,2.32533e-06,3
X-Men,2.32524e-06,2
DJ Q,2.32524e-06,2
Los del Mar,2.31857e-06,1
London Elektricity,2.31472e-06,6
4thImpulse,2.3103e-06,11
ミト,2.30055e-06,2
Dave & Nuage,2.29104e-06,6
Supermode,2.287e-06,1
Bejjo,2.287e-06,1
Brandon Flowers,2.287e-06,1
U.T.I.,2.27401e-06,1
Homeboy Sandman,2.27401e-06,1
Danger,2.27401e-06,1
Big Time Charlie,2.26733e-06,2
WC,2.26551e-06,4
Kelis,2.26083e-06,3
Sneaker Pimps,2.24684e-06,8
Nowhere Men,2.23275e-06,2
Boards of Canada,2.23074e-06,4
Mylo,2.22822e-06,4
Rollergirl!,2.21768e-06,2
Omegaman,2.20991e-06,1
Issac Christopher,2.20991e-06,1
bbno$,2.20991e-06,1
Jamie Anderson,2.20991e-06,1
Nutta Butta,2.20991e-06,1
Nerio’s Dubwork,2.20991e-06,1
dead prez,2.19776e-06,3
Paul Kalkbrenner,2.19589e-06,1
Living Legends,2.19589e-06,1
WeDamnz,2.19589e-06,1
Deela,2.19349e-06,3
Cloudjumper,2.18936e-06,2
DJ Bishop,2.1845e-06,2
Black Sheep,2.18247e-06,6
Dr. Peacock,2.18244e-06,2
187 Lockdown,2.18244e-06,2
AmiGamer,2.18235e-06,1
Crookram,2.18235e-06,1
Juicy Cuts,2.1783e-06,1
NEXENUS,2.17267e-06,2
ERWIN,2.17267e-06,2
Boga,2.17267e-06,1
Hucci,2.16732e-06,2
Cynodon,2.16422e-06,1
Bryan Rudge,2.16422e-06,1
Jesper Kyd,2.16422e-06,1
P.T. Grimm,2.16344e-06,1
AyooLii,2.16204e-06,3
Tspeiro,2.15965e-06,4
櫻井智,2.15902e-06,1
Faith Marie,2.15902e-06,1
Dummy Run,2.15902e-06,1
中山ケイ,2.15902e-06,1
Shigeo Tamaru,2.15902e-06,1
Quadra,2.15902e-06,1
Dan K,2.15902e-06,1
The Tribalmastaz,2.15902e-06,1
Stadiumx,2.15412e-06,1
utopianradical,2.14533e-06,1
MARUV,2.14083e-06,1
David Guthrie Music,2.13588e-06,1
Sexyy Red,2.13413e-06,1
Good Times Ahead,2.13298e-06,2
Mindless Self Indulgence,2.12362e-06,4
Us3,2.11867e-06,17
Wavedash,2.11794e-06,2
Prince Paul,2.11326e-06,6
Vincent Remember,2.11296e-06,4
Hooverphonic,2.10613e-06,5
SuperVision,2.10202e-06,6
The Cooper Temple Clause,2.09852e-06,2
Smokey Robinson,2.09792e-06,2
Mosh,2.0896e-06,2
Natalie Bassingthwaighte,2.08936e-06,1
Kiki,2.08936e-06,1
Thee Mike B,2.08936e-06,1
Cory Mo,2.08889e-06,2
Russell Howard,2.08791e-06,3
VGR,2.07879e-06,2
TRVSHBXVT,2.07567e-06,4
Full Tilt Boogie Band,2.07473e-06,1
Daniel Ingram,2.06991e-06,5
Stephan Remmler,2.06931e-06,4
Kadoc,2.06749e-06,1
S’Express,2.06526e-06,4
Temp,2.06495e-06,2
DJ Fuzz,2.06163e-06,12
ARMNHMR,2.05255e-06,1
Graz,2.05255e-06,1
Mark Sherry,2.04989e-06,1
Klaus Badelt,2.04989e-06,1
P.O.S,2.04334e-06,12
Untouchable 3,2.04268e-06,5
tofubeats,2.03212e-06,7
Grant Phabao,2.03205e-06,1
DJ Frankus,2.03205e-06,1
Debaser,2.03205e-06,1
213,2.02798e-06,3
Michael Sealey,2.02561e-06,1
Douleur2vivre,2.02561e-06,1
Steady B,2.02025e-06,2
Shawnna,2.01667e-06,2
Stanton Warriors,2.01447e-06,25
reissecup,2.01024e-06,1
M.I.C.O.Y.C,2.01024e-06,1
Anonite,2.01024e-06,1
Kaien,2.00964e-06,1
福富幸宏,2.00964e-06,1
Copykat,2.00964e-06,1
☆Taku Takahashi,2.00964e-06,1
Zach Callison,2.00914e-06,1
aivi & surasshu,2.00914e-06,1
BlVkarot,2.00914e-06,1
Fatman Scoop,2.00897e-06,2
Kool Keith,2.00807e-06,6
Frost Children,2.0077e-06,2
2 Bad Mice,2.00617e-06,6
Craig Rutenberg,1.99616e-06,3
Latin Line,1.992e-06,2
Junior Vasquez,1.99184e-06,1
The Cheetah Girls,1.99184e-06,1
Crayondroids,1.99072e-06,1
DJ Flex,1.99072e-06,1
Big Audio Dynamite,1.99052e-06,2
Roni Size,1.99052e-06,2
Pimp C,1.98266e-06,2
Martin Garrix,1.9811e-06,1
Fanny Fink,1.97834e-06,2
Jean‐Michel Jarre,1.9778e-06,1
King Tubby,1.96945e-06,15
Sander van Doorn,1.95463e-06,1
Sylvver,1.95367e-06,3
インクキツネ,1.95359e-06,2
Totalspark,1.95359e-06,2
Bandetto,1.95359e-06,2
Kyradeen,1.95359e-06,2
Meat Marionette,1.95359e-06,2
D&D,1.95359e-06,2
toyod ine,1.95359e-06,2
PMP,1.95359e-06,2
ALEXANDER DIOGENES,1.95359e-06,2
ღDJ魔女っ娘ミラクるんღ,1.9533e-06,2
Blu & Exile,1.95013e-06,1
jennifer1,1.94676e-06,2
Cee-Roo,1.94348e-06,2
R3HAB,1.94276e-06,2
Richard Grey,1.94176e-06,1
Kurtis Mantronik,1.94176e-06,1
Boyz II Men,1.93916e-06,4
Relanium,1.93526e-06,1
James Fraser,1.92973e-06,18
David Sylvian,1.92886e-06,4
fwdslxsh,1.92781e-06,1
Kill Bill: The Rapper,1.92734e-06,5
The Smiths,1.92418e-06,2
Rebeat,1.9241e-06,1
Nom De Strip,1.92296e-06,1
Felix Jaehn,1.92165e-06,2
Fox Stevenson,1.92065e-06,1
Prodigy,1.9185e-06,3
Amtrac,1.91617e-06,19
GUNSHIP,1.91134e-06,1
Seal,1.9113e-06,1
Kris,1.9113e-06,1
Fantômas,1.91129e-06,3
