entity,pagerank_rev,out_strength
Mase,7.39479e-05,20
Lee and Herring,7.38021e-05,8
CheddarMemes,7.37847e-05,2
Tricky,7.36758e-05,15
Jwles,7.36729e-05,1
NxxxxxS,7.36513e-05,4
TALES,7.36428e-05,3
Glowy Pie,7.35227e-05,15
Stereo MC’s,7.34944e-05,7
BoyKoy,7.34463e-05,2
Pink Floyd,7.32735e-05,15
Joey Negro,7.30773e-05,7
Dua Lipa,7.2835e-05,12
Dizzee Rascal,7.27234e-05,15
DCT,7.2707e-05,7
owl starlight,7.26607e-05,25
Us3,7.26263e-05,17
iKON,7.26094e-05,2
SF9,7.26094e-05,1
Timbaland,7.20943e-05,7
Black Star,7.20345e-05,6
Nookie,7.20345e-05,6
Yahel,7.19281e-05,7
Patricia Taxxon,7.19029e-05,6
Boss,7.18724e-05,26
Fabolous,7.17664e-05,18
Styles of Beyond,7.15956e-05,11
Macintosh Plus,7.15421e-05,12
Nice,7.12487e-05,9
Logic,7.11977e-05,13
Gabriel o Pensador,7.11852e-05,16
Big Kap,7.1145e-05,3
Roberts Lejasmeijers,7.09917e-05,7
Sheryo,7.09865e-05,8
Lupe Fiasco,7.08392e-05,12
Stormtrooper,7.08081e-05,6
Kenny “Dope” Gonzalez,7.08001e-05,6
Nora Zion,7.07655e-05,5
Vishal Dadlani,7.07102e-05,5
Delerium,7.06009e-05,11
Furries in a Blender,7.056e-05,12
WE ARE FURY,7.04287e-05,1
Porter Robinson,7.03466e-05,10
Circuitfry,7.03404e-05,9
李骏驹,7.03166e-05,2
Puff Daddy & the Family,7.03007e-05,14
Sneaker Pimps,7.02505e-05,8
Gynx,7.00784e-05,12
Guffy,6.96576e-05,16
Röyksopp,6.94512e-05,8
Memo Rios,6.93432e-05,8
Carrots The Rabbi,6.93359e-05,40
Moodymann,6.92116e-05,14
Dunproofin’,6.9208e-05,13
DJ Sneak,6.90983e-05,12
Speech Defect,6.90962e-05,3
DJ Quik,6.90938e-05,18
144p,6.90267e-05,12
BROCKHAMPTON,6.90192e-05,6
The Pharcyde,6.90138e-05,28
angelus,6.89461e-05,8
Shovelware,6.89428e-05,59
Pulp,6.89061e-05,7
Random Article,6.89061e-05,5
Russell Haswell,6.88898e-05,6
Omar LinX,6.87481e-05,3
BASSDOG,6.87358e-05,12
Durs,6.86272e-05,1
Gary Gee,6.85401e-05,17
Michele Adamson,6.85295e-05,1
Kid606,6.85063e-05,3
OPM,6.82711e-05,8
U2,6.82282e-05,17
2nd II None,6.82123e-05,20
Forbidden Poetry,6.80557e-05,2
Astral Waves,6.80536e-05,8
Eric B. & Rakim,6.80303e-05,26
Intoxication Advice,6.79661e-05,6
Erykah Badu,6.78726e-05,8
Kellen303,6.78633e-05,5
Kiko,6.78629e-05,2
Ellie Spectacular,6.76871e-05,17
D.veloped,6.76729e-05,21
Snowpixels,6.75289e-05,8
Macklemore,6.74434e-05,2
Felix de Luxe,6.73941e-05,3
Cheekyboy,6.73194e-05,7
k‐os,6.7244e-05,9
Armani Caesar,6.72376e-05,6
Jonwayne,6.72337e-05,7
Atmosphere,6.72084e-05,20
Tim Nable,6.72012e-05,4
Black Knight,6.70928e-05,3
Prince,6.70773e-05,17
VAST,6.70101e-05,9
FKA twigs,6.70085e-05,7
Summer Walker,6.69579e-05,11
Air France,6.68978e-05,2
Busdriver,6.68657e-05,7
Bonobo,6.68367e-05,6
snowpoint lounge,6.68205e-05,6
Audio Adrenaline,6.67293e-05,2
Black Legend,6.67037e-05,6
Alien Project,6.66487e-05,3
44Nifty,6.64685e-05,15
PEEKABOO,6.63891e-05,9
COPYCATT,6.63531e-05,6
Guillamino,6.62991e-05,5
Burnt Friedman,6.62991e-05,6
R.E.A.L,6.6176e-05,11
DJ Tronky,6.61541e-05,3
DJ Tripp,6.60586e-05,23
Mint Royale,6.59863e-05,5
Cult Member,6.58768e-05,2
キセノンP,6.5831e-05,8
Viridian クリス,6.57777e-05,6
exaheva,6.57507e-05,12
Digital Punk,6.57321e-05,3
Mike Love,6.5721e-05,33
Fissunix,6.57109e-05,23
SMOOCH~,6.56975e-05,5
Raekwon,6.56682e-05,19
Phife Dawg,6.55922e-05,7
Barry De Vorzon,6.54962e-05,3
DMX,6.54429e-05,14
momone,6.54362e-05,5
Die Antwoord,6.54065e-05,6
Act of Dog,6.53162e-05,4
Voicedude,6.5265e-05,8
Morfeo,6.51572e-05,7
samebeam,6.51412e-05,10
Alias Conrad Coldwood,6.51064e-05,6
Frail Limb Purity,6.50975e-05,3
Master Genius,6.50558e-05,5
Meat Beat Manifesto,6.49804e-05,17
The Ultimate Seduction,6.49706e-05,14
G‐Unit,6.49644e-05,10
Klopfgeister,6.49107e-05,6
Diabarha,6.47349e-05,4
ODESZA,6.47349e-05,6
Riot Games Music Team,6.47349e-05,4
XETEX,6.47349e-05,4
Dr. Spook,6.47349e-05,7
Camisra,6.47349e-05,4
Gloom,6.47349e-05,4
Memphis Bleek,6.468e-05,11
DJ Funk U Up,6.46039e-05,28
Coldcut,6.4569e-05,9
Freestyle Fellowship,6.4528e-05,23
Soundhog,6.44759e-05,4
EPMD,6.43068e-05,59
Richard M. Sherman,6.4139e-05,8
Crystal Castles,6.39488e-05,7
Juicy J,6.38311e-05,13
Justin Bieber,6.37735e-05,3
Miles Davis,6.37403e-05,7
Calum Slingerland,6.37066e-05,15
Michael Pilarczyk,6.36574e-05,4
μ‐Ziq,6.36301e-05,9
MisdaFurious,6.34721e-05,8
B.o.B,6.34608e-05,4
DJ Harbinger,6.34546e-05,12
Bendromeda,6.34373e-05,34
Bstep,6.34262e-05,2
The 4th,6.33819e-05,3
FromSoftware,6.33445e-05,22
WEST Mashups,6.33037e-05,4
Witt Lowry,6.32652e-05,10
Ayesha Erotica,6.32429e-05,7
M.I.A.,6.31513e-05,12
Lordz of Brooklyn,6.31092e-05,9
Dian Solo,6.303e-05,3
Schürzenjäger,6.303e-05,3
Emdyion,6.29829e-05,11
B4SSfreq,6.2949e-05,6
DRRTYWULVZ,6.29326e-05,8
GPF,6.28412e-05,12
paniq,6.27916e-05,5
Ghost Rider,6.26493e-05,5
Bernardo Pinheiro,6.26493e-05,5
J.Period,6.26153e-05,11
hsiu,6.2609e-05,6
Mic The Snare,6.25904e-05,11
XM -Xenon Maiden-,6.25894e-05,21
DJ Luian,6.25264e-05,1
Troublemaker,6.25264e-05,26
Marcella Detroit,6.24255e-05,2
PJ Harvey,6.24201e-05,5
まりつみ,6.24003e-05,2
panda_riot,6.23355e-05,42
Louis Armstrong,6.21767e-05,16
N.W.A,6.21651e-05,25
Sabrepulse,6.21409e-05,4
Gravediggaz,6.21285e-05,13
Madlib,6.20018e-05,10
AyooLii,6.19858e-05,3
KJ‐52,6.18993e-05,6
Monomyth,6.18008e-05,1
Cavemanon,6.18008e-05,1
烏屋茶房,6.18008e-05,1
Nayt,6.17387e-05,10
The UMC’s,6.16796e-05,30
DJ SHARPNEL,6.16467e-05,13
Goldmaster,6.16261e-05,4
D.J. DryBowser,6.14612e-05,8
CrystalForce,6.14585e-05,15
James High,6.14197e-05,2
Big Boi,6.14034e-05,7
Elocnep,6.13656e-05,28
Gustavo Santaolalla,6.1325e-05,3
Harmonic Illusion,6.13157e-05,10
tictactø,6.1301e-05,11
Mick Boogie,6.12702e-05,35
1 Giant Leap,6.12247e-05,3
Reppop,6.11803e-05,4
Nujabes,6.11e-05,7
Ohmega Watts,6.10478e-05,2
Eagles,6.09754e-05,2
Powell,6.09748e-05,5
NORTH POSSE,6.08443e-05,9
D. Kay,6.0838e-05,2
Nephos,6.06832e-05,3
Richard Wood,6.0653e-05,9
Don Omar,6.05637e-05,7
gothicwvlff,6.05637e-05,5
6Blocc,6.05322e-05,9
asukrai,6.0471e-05,8
cell m8,6.04596e-05,9
Alex Hawka Hawkins,6.04304e-05,22
Lewis,6.0404e-05,5
Minty Fresh Beats,6.0381e-05,20
Neosir,6.03564e-05,8
Altern 8,6.03455e-05,7
Above the Law,6.034e-05,6
Cassius,6.03126e-05,16
Marlon Caro,6.02533e-05,16
アトラスサウンドチーム,6.02393e-05,13
Panzah Zandahz,6.01933e-05,50
SpaceGhostPurrp,6.01924e-05,6
Benjamin Drury,6.01265e-05,9
Will & Tim,6.01214e-05,5
Richard Harvey,5.99606e-05,1
TOKYOPILL,5.99145e-05,8
Epowga,5.99016e-05,5
Paul Johnson,5.98545e-05,13
Tisoki,5.98289e-05,4
Daniel Ingram,5.97422e-05,5
Theo Parrish,5.97146e-05,6
Murs,5.96951e-05,15
Poppy Star,5.96575e-05,12
Elegy,5.96201e-05,1
Celldweller,5.95273e-05,9
Frostycat,5.94488e-05,7
bluchew,5.94145e-05,2
Nelly,5.92994e-05,9
Phantogram,5.92603e-05,6
Malakai Beats,5.91147e-05,8
ptrckparker😐🖕🏻,5.90521e-05,1
crafter2011,5.90092e-05,17
mrsimon,5.89926e-05,25
Dirty River,5.89168e-05,7
The Melker Project,5.88539e-05,15
ginkiha,5.88167e-05,1
Roxy Radclyffe,5.87418e-05,5
King Gizzard & the Lizard Wizard,5.86622e-05,5
Jakatta,5.86583e-05,28
65daysofstatic,5.86161e-05,14
E-Dancer,5.85682e-05,5
Greg Hale Jones,5.84782e-05,5
Myng,5.83212e-05,2
Justice,5.83002e-05,10
hisboyelroy,5.825e-05,9
Xtha,5.81514e-05,18
Bombay Vikings,5.812e-05,10
Def Squad,5.81101e-05,12
אשמדאי,5.80606e-05,3
Four Tet,5.79425e-05,3
kamome sano,5.79378e-05,3
Die Fantastischen Vier,5.78655e-05,7
隣人,5.7715e-05,4
DJ Clive$ter,5.76675e-05,6
Camp Lo,5.76411e-05,11
Likey,5.76257e-05,3
Kool G Rap,5.76068e-05,14
jsn,5.75212e-05,10
ROSALÍA,5.74799e-05,4
Blue Sky Black Death,5.72833e-05,13
Conceptsproject000,5.72773e-05,4
John Williams,5.7271e-05,52
Superfunk,5.72201e-05,6
Syzy,5.72112e-05,9
Rihanna,5.71751e-05,16
MF DOOM,5.70805e-05,13
The Secret Life,5.70675e-05,2
Aube,5.70111e-05,2
Asher Roth,5.70082e-05,2
DJ Riko,5.68142e-05,4
KAYTRANADA,5.68017e-05,4
sadfem,5.67851e-05,6
C Ø R V U S,5.67732e-05,3
Emmanuel,5.67732e-05,3
アツシオハラ,5.6766e-05,11
Wobble,5.66997e-05,23
Cai Farrington,5.66531e-05,11
Panic! at the Disco,5.66519e-05,8
Jill Scott,5.65701e-05,9
BGD,5.64917e-05,3
Chronixx,5.64901e-05,8
Fat Joe,5.64509e-05,4
luxury elite,5.63926e-05,5
Jürgen von der Lippe,5.63926e-05,4
Mikeburns,5.63926e-05,4
The Micronauts,5.63926e-05,4
peЯoco.,5.63775e-05,1
Hucci,5.63718e-05,2
maychanxfate,5.63048e-05,5
New Dreams Ltd.,5.62839e-05,8
Sarvéproductions,5.62606e-05,16
Dreamville,5.61746e-05,12
Pritam,5.61481e-05,9
Always wanted War,5.6115e-05,8
Chinese Man,5.61145e-05,6
Malique,5.61117e-05,8
MOI/IOMO,5.59753e-05,10
Rhymefest,5.59432e-05,8
Joey Bada$$,5.58501e-05,3
Naughty Naughty,5.58242e-05,3
初音ミク,5.57833e-05,10
DJ Lee,5.57781e-05,3
Aquasky,5.56063e-05,5
Thys,5.55826e-05,9
Coolio,5.55307e-05,25
mrMarkosm,5.55125e-05,6
The Beatles,5.54789e-05,12
Cut Chemist,5.54582e-05,8
Overdub,5.54425e-05,13
Young Buck,5.53941e-05,6
beastboy,5.53351e-05,8
Britney Spears,5.53013e-05,11
MUST DIE!,5.52258e-05,2
Mobb Deep,5.51434e-05,21
Mandar,5.50657e-05,3
Kool Keith,5.50496e-05,6
AQUA,5.50048e-05,3
Alan Braxe & Fred Falke,5.50022e-05,5
Mr. Muthafuckin’ eXquire,5.49299e-05,1
Paul Bazooka,5.48954e-05,5
Carlos Mena,5.47677e-05,2
User,5.47669e-05,2
Kettenkrad,5.47241e-05,4
Jeru the Damaja,5.46682e-05,8
Johnny Mac,5.46357e-05,64
The Wiseguys,5.45782e-05,7
Walter Hagen-Groll,5.45262e-05,11
Mike Ink,5.44989e-05,5
London Symphony Orchestra,5.4307e-05,5
Everything but the Girl,5.4307e-05,6
Bolt,5.43045e-05,8
sabi_c,5.42982e-05,10
José Castell,5.42873e-05,9
José María Castells,5.42873e-05,9
Lizzo,5.42498e-05,8
CloZee,5.42027e-05,6
Drown,5.41528e-05,2
DJ Krush,5.41413e-05,12
DoM,5.41054e-05,10
#mashup,5.40838e-05,4
Jedi Mind Tricks,5.40791e-05,6
Faul,5.40284e-05,1
Automatic Jack,5.40275e-05,2
FC Kahuna,5.4009e-05,4
Orchester der Deutschen Oper Berlin,5.40056e-05,3
haircuts for men,5.39382e-05,17
Venetian Snares,5.38959e-05,11
Joe Hawley,5.38884e-05,6
ღDJ魔女っ娘ミラクるんღ,5.38598e-05,2
Scooter,5.37856e-05,4
Madison Avenue,5.37707e-05,14
Ben Double M,5.37504e-05,6
Paperclip People,5.37002e-05,10
Nasty Habits,5.3671e-05,4
Marc Johnce,5.3645e-05,6
Ivy Lab,5.36246e-05,9
Poetic Ammo,5.36118e-05,4
Divide & Kreate,5.35953e-05,18
Algorithm Dude,5.3583e-05,3
Daily天利,5.35724e-05,4
FreshNerd,5.35581e-05,12
Capital Monkey,5.35422e-05,2
FL Tapes DMT Executive Representative,5.34727e-05,15
Kina Grannis,5.34621e-05,12
Baby Keem,5.33971e-05,4
OmenXIII,5.327e-05,5
Meishi Smile,5.32642e-05,7
Claires,5.32642e-05,4
Chad Jackson,5.32224e-05,4
Orchestral Manoeuvres in the Dark,5.30983e-05,4
Violadores del Verso,5.30853e-05,7
Parralox,5.30556e-05,4
Massive Attack,5.30417e-05,18
DJ Falcon,5.29862e-05,7
Bloodhound Gang,5.29776e-05,20
DJ Paul V.,5.29438e-05,7
Flying Lotus,5.29174e-05,8
Freiband,5.29139e-05,7
O.C.,5.28354e-05,7
SEGA Sound Team,5.2625e-05,3
Playboi Carti,5.25959e-05,5
Abel,5.25456e-05,3
Backxwash,5.25181e-05,4
桜庭統,5.2386e-05,5
Hijack,5.23716e-05,4
cs127,5.23401e-05,3
raspmary,5.23219e-05,5
Steve Reich,5.23154e-05,16
Chibby,5.22682e-05,6
Vanic,5.2263e-05,1
St Germain,5.22572e-05,14
Travis Scott,5.22214e-05,3
Cornelius,5.22214e-05,3
Glass Animals,5.22214e-05,3
Ovnimoon,5.22214e-05,3
Susan Boyle,5.22214e-05,3
Maribou State,5.22214e-05,4
Barry Can’t Swim,5.22214e-05,3
電気グルーヴ,5.22214e-05,3
Kaydy Cain,5.22214e-05,3
Kognitif,5.22214e-05,4
Barbarian On The Groove,5.22214e-05,3
DJ Dossa,5.22214e-05,3
Simon V,5.22214e-05,3
Dubious,5.22214e-05,3
Charly Lownoise & Mental Theo,5.22214e-05,7
Lord Cernunnos,5.22214e-05,5
Datashat,5.22214e-05,4
DJ Maximus,5.22214e-05,3
Dave Skywalker,5.22214e-05,4
Cy Payne,5.22214e-05,3
DJ Basler,5.22214e-05,4
Pixel,5.22214e-05,5
Thylacine,5.22214e-05,3
Бахыт-Компот,5.22214e-05,3
bis,5.22214e-05,3
Xullaji,5.22214e-05,3
Dr. Joe Dispenza,5.22214e-05,7
Ellinoora,5.22214e-05,3
Fat Day,5.22214e-05,4
MC Solaar,5.21956e-05,15
Boyz II Men,5.21849e-05,4
Cut & Run,5.21449e-05,13
Elli Chandler,5.21317e-05,3
Kno,5.21269e-05,15
android52,5.21005e-05,5
RBX,5.20846e-05,7
Xarlable,5.20655e-05,7
Lee Spoons,5.20618e-05,6
Avalon,5.19141e-05,3
La Constellation,5.18963e-05,10
KB,5.18413e-05,5
dj ray william johnson,5.18026e-05,15
Annoying,5.17465e-05,1
TABBY,5.16994e-05,6
Dr. Drycer,5.1678e-05,1
Thomas Bangalter,5.16428e-05,8
Ty,5.16252e-05,3
Arcángel & De La Ghetto,5.14881e-05,3
小塚良太,5.14643e-05,7
They Might Be Giants,5.14557e-05,7
Bon Iver,5.13881e-05,3
Roc the Dilettante,5.13631e-05,12
Eurohead,5.13494e-05,2
The Prophet,5.12525e-05,5
Klaus & Klaus,5.11786e-05,5
Woody/mC,5.10582e-05,5
King Britt,5.09922e-05,1
上谷麻紀,5.09922e-05,1
J・A・シーザー,5.09922e-05,1
Non-Ecludian Giovani,5.09922e-05,1
littleflodus,5.09922e-05,1
Menog,5.09922e-05,1
Jacek Kaczmarski,5.09922e-05,1
DJ Scud,5.09922e-05,2
Phthalocyanine,5.09922e-05,1
Kenneth C M Young,5.09922e-05,1
KIll J,5.09922e-05,1
Rumpistol,5.09922e-05,1
NYO,5.09922e-05,1
猫森アキ,5.09922e-05,1
Birgit Nilsson,5.09922e-05,1
Orchestr Národního divadla,5.09922e-05,2
Something Named Pepper,5.09922e-05,1
Przemysław Gintrowski,5.09922e-05,1
BTOB,5.09922e-05,1
Sylk 130,5.09922e-05,1
石濱翔,5.09922e-05,1
城ヶ崎美嘉,5.09922e-05,1
Sphera,5.09922e-05,1
佐久間まゆ,5.09922e-05,1
百引一,5.09922e-05,1
Stray Kids,5.09922e-05,1
矢田部正,5.09922e-05,2
LindaAI‐CUE,5.09922e-05,1
双葉杏,5.09922e-05,1
Ritmo,5.09427e-05,5
mondai1112,5.08881e-05,7
Markus,5.08719e-05,6
yandere,5.08564e-05,4
808 State,5.08513e-05,7
Ephixa,5.08283e-05,3
Kapotte Muziek,5.08201e-05,4
dakooters,5.07726e-05,8
MOROSE,5.07595e-05,10
BAVR,5.07178e-05,9
Lizard,5.06505e-05,4
Bentley Rhythm Ace,5.06171e-05,5
Cryptidd Mashups,5.05488e-05,57
Twilike Wonder,5.05348e-05,13
Groovezone,5.05168e-05,1
PsyCraft,5.05164e-05,2
NOMA,5.05164e-05,2
That Andy Guy,5.05164e-05,12
Dj Khalid,5.05164e-05,2
Joshua Weilerstein,5.05164e-05,4
Northern Zone,5.04691e-05,1
CB Mass,5.03147e-05,7
Shiroi-Ice,5.02515e-05,4
Khaled Freak,5.02144e-05,6
Xuxa,5.01358e-05,6
SONICON,5.01223e-05,1
RL Grime,5.00751e-05,3
Washed Out,5.00197e-05,6
Dean Gray,4.9998e-05,17
w3madeit,4.99854e-05,3
Enduser,4.99048e-05,6
EricWithTheGlockInHisSock,4.99023e-05,1
Altrice,4.98886e-05,18
Kevin Abstract,4.98831e-05,3
Wave Meow,4.97842e-05,2
ZILLA,4.97235e-05,7
Lloyd Banks,4.97217e-05,12
Boogie Down Productions,4.97148e-05,14
Fun Lovin’ Criminals,4.96776e-05,14
Hawkins,4.96207e-05,22
Ian Pooley,4.95457e-05,7
BotanicSage,4.95033e-05,16
Cardi B,4.93233e-05,8
Fats Waller and His Rhythm,4.92924e-05,1
The Quiett,4.92833e-05,3
TRVSHBXVT,4.92833e-05,4
Architect,4.9235e-05,1
The Hypnotist,4.92186e-05,6
1788-L,4.91998e-05,2
Radiohead,4.9093e-05,4
Klangkarussell,4.9092e-05,4
Lil Moshpit,4.90821e-05,1
Armand Hammer,4.90627e-05,3
oblivion,4.89509e-05,4
ROUDS,4.89482e-05,8
Garbage,4.89342e-05,6
Linkin Park,4.88624e-05,10
Partyraiser,4.88561e-05,8
Messiah Musik,4.88115e-05,11
Callmearco,4.88115e-05,1
Mirella Freni,4.88115e-05,1
netparasite,4.88115e-05,1
Schweizer,4.88115e-05,1
Tryad,4.88115e-05,1
2 Bad Mice,4.87867e-05,6
Nightcore Vaporwave,4.87818e-05,11
Jay Robinson,4.87668e-05,2
Mario Winans,4.87425e-05,6
butckhe,4.87285e-05,11
Lady Gaga,4.8711e-05,8
Timeflies,4.86821e-05,16
DJ Dubz,4.86163e-05,6
CactusTeam,4.86021e-05,19
A.Skillz,4.85826e-05,4
Dave & Nuage,4.85679e-05,6
DJ Command,4.84673e-05,4
Freeway,4.84619e-05,11
Hommarju,4.84369e-05,4
Tricil,4.84234e-05,12
Anthrax,4.83037e-05,20
Mura Masa,4.82819e-05,5
Rifti Beats,4.82405e-05,3
Apathy,4.82381e-05,8
Knoc‐Turn’Al,4.8193e-05,2
DJ エリ君,4.81903e-05,7
Gucci Mane,4.81608e-05,7
tofubeats,4.81495e-05,7
Sia,4.81174e-05,12
Soni,4.80502e-05,6
Housse de Racket,4.80475e-05,9
HyperboltEDM,4.80266e-05,2
Brandy,4.79953e-05,16
Madeon,4.79729e-05,11
Paul Jacobs,4.79107e-05,1
Eris,4.78625e-05,3
Jane Remover,4.7789e-05,12
Listie,4.77748e-05,7
Die Ärzte,4.7699e-05,6
Slaughterhouse,4.76835e-05,11
Bomb the Bass,4.76764e-05,7
Da Brat,4.76434e-05,4
Whitetail,4.76289e-05,5
Deadly Avenger,4.76013e-05,5
Orgasmic,4.75755e-05,4
Ccmk,4.75696e-05,4
Weekly Words and Grammar,4.75667e-05,1
Fats Waller,4.7537e-05,13
London Elektricity,4.74628e-05,6
Yung Lean,4.74532e-05,7
Lab’s Cloud,4.73947e-05,1
Mystery Man,4.73774e-05,5
Freestylers,4.73742e-05,5
DJs From Mars,4.73151e-05,18
VADiANA,4.73087e-05,4
Acen,4.72894e-05,13
Nina Sky,4.72842e-05,5
Darkchrist,4.72647e-05,3
Alex Gopher,4.72607e-05,10
Leaders of the New School,4.72213e-05,9
MONOLITH,4.71997e-05,1
Retro Gaming,4.7104e-05,6
Doja Cat,4.70437e-05,5
Daniel Bortz,4.70379e-05,5
Spooky,4.70123e-05,5
Project Pat,4.6999e-05,6
toonlink,4.69576e-05,10
Stakka & K.Tee,4.69574e-05,5
Chris Brown,4.69574e-05,4
Chlorenn,4.68986e-05,5
Racionais MC’s,4.68572e-05,23
REDALiCE,4.68379e-05,6
Tom Aspaul,4.68184e-05,8
Root*M*,4.67988e-05,4
Ms. Dynamite,4.67366e-05,3
Queen Latifah,4.67007e-05,4
Captain Yossarian,4.66975e-05,11
Les Ogres de Barback,4.66431e-05,5
Amoraboy,4.6609e-05,14
Tw3Lv3,4.65598e-05,12
Method Man,4.65467e-05,5
dj newtown,4.6544e-05,10
Lia,4.65405e-05,3
Fatboy Roberts,4.65018e-05,6
RAVEDOG,4.64694e-05,2
DJ Greg J,4.63898e-05,4
前馬宏充,4.63713e-05,5
D-Sturb,4.63452e-05,3
Santigold,4.63452e-05,3
Giant Pink,4.63409e-05,1
Pet Shop Boys,4.63326e-05,4
The Mae Shi,4.62326e-05,1
YESCLIP,4.61866e-05,15
Michael Marshall,4.60754e-05,5
肖央,4.60514e-05,1
The Smashing Pumpkins,4.59646e-05,3
Dave Rodgers,4.59646e-05,4
2MB,4.59646e-05,3
shirobeats,4.59646e-05,4
The Tuners,4.59646e-05,3
Dan Wool,4.59646e-05,4
Bemax,4.59646e-05,4
Tony Marshall,4.59646e-05,3
Onichomp,4.59646e-05,3
Dendemann,4.59646e-05,3
Bloodysnowman,4.59646e-05,3
James Murray,4.59646e-05,5
Robin Jones,4.59646e-05,3
Featurecast,4.59646e-05,3
LeeMyCookies,4.59646e-05,4
heartstation,4.59646e-05,3
Dmytro Hubyak,4.59646e-05,4
Thes One,4.59646e-05,3
COM.A,4.59369e-05,3
Drunken Masters,4.59355e-05,1
Daft Grips,4.59159e-05,42
UnderpΩny,4.58952e-05,3
Nicolas Jaar,4.58932e-05,6
Aphex Twin,4.58693e-05,7
Andy Buchan,4.58562e-05,1
L3dgy,4.58392e-05,25
Devon Hendryx,4.58315e-05,6
Kano,4.58277e-05,5
DJ Jazzy Jeff & the Fresh Prince,4.575e-05,32
Zomby,4.56623e-05,10
Koji Marutani,4.55879e-05,1
Amerigo Gazaway,4.5576e-05,3
FOTH,4.55475e-05,6
Y Lladron,4.5486e-05,6
Pizet,4.54083e-05,1
Hoodie Allen,4.53312e-05,6
Aim,4.52587e-05,7
Darude,4.52468e-05,4
HYPERTEXT,4.52162e-05,1
CURE97,4.51809e-05,4
HayBombYT,4.51536e-05,5
ATB,4.5133e-05,4
Shitao,4.51121e-05,14
M¥SS KETA,4.51121e-05,2
Da Backwudz,4.51046e-05,8
Le Knight Club,4.51008e-05,13
OnBP,4.5065e-05,10
Toby Fox,4.5046e-05,12
Xtrullor,4.50344e-05,5
DJ Spooky,4.49886e-05,4
Reizoko Cj,4.48911e-05,10
Jan Hinke,4.48596e-05,6
Kollektiv Turmstrasse,4.48048e-05,2
DJ Firth,4.47331e-05,4
Rawtekk,4.47132e-05,5
Elecktroids,4.46597e-05,1
Foozogz,4.46176e-05,7
Indian Ropeman,4.46029e-05,3
Quantum Dreams,4.45996e-05,5
Shaquille O’Neal,4.45591e-05,14
Cherax Destructor,4.45506e-05,3
築山さえ,4.45265e-05,1
void,4.44953e-05,3
Matt Furniss,4.44903e-05,5
AZ,4.4412e-05,12
IShowSpeed,4.43692e-05,4
FERG,4.43495e-05,2
Kamal Khan,4.4335e-05,1
Nxpnsv,4.43211e-05,1
gwEm,4.43211e-05,1
Stretch Armstrong,4.4311e-05,1
Canibus,4.43102e-05,9
渋谷凛,4.42576e-05,5
DJ Zinc,4.42032e-05,12
Molotov,4.41991e-05,5
CRS,4.4199e-05,4
Nhato,4.41403e-05,5
Vappasko,4.4098e-05,2
Dante Mars Ajeto！,4.40876e-05,5
Akira Yamaoka,4.40156e-05,13
Sonny Black,4.40084e-05,1
Power Squad,4.40055e-05,4
Jesse Hamel,4.39976e-05,1
DJ Q,4.39967e-05,3
iascas,4.39486e-05,2
Itch‐E & Scratch‐E,4.39219e-05,1
Deee‐Lite,4.39197e-05,7
Chonny Jash,4.39195e-05,4
Janet Jackson,4.39056e-05,15
Damian “Jr. Gong” Marley,4.38964e-05,7
Onur Engin,4.3879e-05,4
SAYMYNAME,4.3879e-05,3
The Shamen,4.3879e-05,4
Brian Eno,4.3879e-05,3
Andrew Huang,4.3879e-05,7
Maestro Fresh‐Wes,4.3879e-05,3
døves,4.3879e-05,3
Ivan Mastermix,4.3879e-05,3
Plexi Music,4.3879e-05,3
bomberzx (PACHI87),4.38583e-05,2
4Dboy,4.37847e-05,4
DAVA,4.37038e-05,1
BAR9,4.36996e-05,3
Erasure,4.36967e-05,5
Mastermix,4.36153e-05,3
Atari Teenage Riot,4.35008e-05,4
Dash Berlin,4.34924e-05,7
"Letni, chamski podryw",4.34913e-05,4
DJ Mehdi,4.34805e-05,7
Ground Control,4.34795e-05,1
Baboon,4.34072e-05,1
Kaisa,4.34072e-05,5
Bergheim 34,4.34072e-05,1
Ian Wilkie,4.34072e-05,2
yan...,4.33467e-05,4
pawcord,4.3341e-05,1
Friends Without Faces,4.3341e-05,1
Caribou,4.32854e-05,5
Irish Steph,4.32607e-05,2
Amerie,4.32566e-05,10
Sugar Ray,4.32429e-05,5
巡音ルカ,4.31977e-05,2
33 1/3 Queen,4.31927e-05,3
Reach & Spin,4.3133e-05,3
Stereoact,4.31237e-05,8
Paul Dakeyne,4.30688e-05,5
Delta V,4.30619e-05,5
Pépé Bradock,4.30448e-05,4
Geoffrey Day,4.30009e-05,6
andres,4.29952e-05,4
Tommyknocker,4.29694e-05,1
Kaskade,4.29504e-05,2
(un)familiar.,4.29282e-05,2
SLLID,4.28687e-05,7
fetchrover,4.28541e-05,3
Fifth Harmony,4.28393e-05,10
